,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
0,Breaking News,@MarketCurrents,2019-01-02T14:13:06.000Z,$TRV - Travelers picks up Lyft claim management business https://seekingalpha.com/news/3419967-travelers-picks-lyft-claim-management-business?source=feed_f…,$TRV - Travelers picks up Lyft claim management business https://seekingalpha.com/news/3419967-travelers-picks-lyft-claim-management-business?source=feed_f…,,,,,[],https://twitter.com/MarketCurrents/status/1080467022654271489
1,Gary Reiner,@ELPfan,2019-01-01T03:06:41.000Z,"Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom...
https://seekingalpha.com/news/3419832?source=ansh… $MRK, $PFE, $MSFT, $NKE, $V, $CSCO, $UNH, $BA, $VZ, $KO, $MCD, $DIS, $INTC, $PG, $AXP, $WMT, $WBA, $AAPL, $JNJ, $JPM, $HD, $TRV, $CVX, $UTX, $XOM, $MMM, $CAT, $DWDP, $IBM, $GS, $GE","Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom...
https://seekingalpha.com/news/3419832?source=ansh… $MRK, $PFE, $MSFT, $NKE, $V, $CSCO, $UNH, $BA, $VZ, $KO, $MCD, $DIS, $INTC, $PG, $AXP, $WMT, $WBA, $AAPL, $JNJ, $JPM, $HD, $TRV, $CVX, $UTX, $XOM, $MMM, $CAT, $DWDP, $IBM, $GS, $GE
seekingalpha.com
Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom (NYSE:MRK)
Merck (NYSE:MRK) and Pfizer (NYSE:PFE) finish as the year's top gainers on the Dow Jones Industrial Average, as 14 of the 30 stocks in the index end in the green vs.",,,,,['https://pbs.twimg.com/card_img/1500261442888609794/RU36R6cw?format=png&name=240x240'],https://twitter.com/ELPfan/status/1079936924108779520
2,max pain,@optioncharts,2019-01-02T23:16:31.000Z,$TRV Max Pain is 125.00 for maturity 01/18/2019. #maxpain #options http://maximum-pain.com/options/max-pain/TRV…,$TRV Max Pain is 125.00 for maturity 01/18/2019. #maxpain #options http://maximum-pain.com/options/max-pain/TRV…,,,,,['https://pbs.twimg.com/media/Dv8TaN3WsAAu6yI?format=jpg&name=small'],https://twitter.com/optioncharts/status/1080603777848233984
3,CNBC's Closing Bell,@CNBCClosingBell,2019-01-02T20:25:56.000Z,"35 minutes left in the first trading day of the year. Here's where we stand:
Dow Session Low: down 398 points
Dow Session High: up 86 points
Dow Laggards: $TRV $UNH $KO
Dow Leaders"" $GS $DWDP $JPM","35 minutes left in the first trading day of the year. Here's where we stand:
Dow Session Low: down 398 points
Dow Session High: up 86 points
Dow Laggards: $TRV $UNH $KO
Dow Leaders"" $GS $DWDP $JPM
1
7
9",,1,7,9,['https://pbs.twimg.com/media/Dv7r_X1XgAAz1m7?format=png&name=small'],https://twitter.com/CNBCClosingBell/status/1080560848328904705
4,StockMarketScoop,@StockScoops,2019-01-03T07:36:58.000Z,"Peeling The Layers Back on These Stocks: The Travelers Companies, Inc. (NYSE:TRV) https://stockdailyreview.com/peeling-the-layers-back-on-these-stocks-the-travelers-companies-inc-nysetrv/… $TRV #stocks #stockmarket","Peeling The Layers Back on These Stocks: The Travelers Companies, Inc. (NYSE:TRV) https://stockdailyreview.com/peeling-the-layers-back-on-these-stocks-the-travelers-companies-inc-nysetrv/… $TRV #stocks #stockmarket
1",,,1,,[],https://twitter.com/StockScoops/status/1080729719983742976
5,ChartMill,@ChartMill,2019-01-03T07:38:53.000Z,"A fine fundamental picture for $TRV, and not overvalued at all! https://chartmill.com/analyze.php?utm_source=twitterUS&utm_medium=FA&utm_content=FA&utm_campaign=social_tracking#/TRV?key=dc85b5f7-a4c7-4c72-b929-3d34e5d39cf7&tab=dv&r=fa…","A fine fundamental picture for $TRV, and not overvalued at all! https://chartmill.com/analyze.php?utm_source=twitterUS&utm_medium=FA&utm_content=FA&utm_campaign=social_tracking#/TRV?key=dc85b5f7-a4c7-4c72-b929-3d34e5d39cf7&tab=dv&r=fa…",,,,,['https://pbs.twimg.com/media/Dv-GZGvWkAACbgj?format=jpg&name=small'],https://twitter.com/ChartMill/status/1080730202647523328
6,Jean-Pierre Lara A,@JeanPierreLaraA,2019-01-02T20:46:25.000Z,Intraday trade example using the @DivAnalysis indicators. $TRV Trade in 5 min time frame. All the indicators show bearish and the profit was taken according with the cycle indicactor in 5 min time frame. More information on https://divergenceanalysis.com,"Intraday trade example using the @DivAnalysis indicators. $TRV Trade in 5 min time frame. All the indicators show bearish and the profit was taken according with the cycle indicactor in 5 min time frame. More information on https://divergenceanalysis.com
1",,,,1,['https://pbs.twimg.com/media/Dv7whchWsAckvXU?format=jpg&name=small'],https://twitter.com/JeanPierreLaraA/status/1080566000632909824
7,1 min Stock Insights,@1MinuteStock,2019-01-03T11:43:02.000Z,"Btw, Estimated #Earnings Per Share for $TRV is $2.73 it's 2.33% of the current price https://unicornbay.com/t/TRV.US?utm_medium=tweet&utm_campaign=eps&utm_source=twitter…","Btw, Estimated #Earnings Per Share for $TRV is $2.73 it's 2.33% of the current price https://unicornbay.com/t/TRV.US?utm_medium=tweet&utm_campaign=eps&utm_source=twitter…",,,,,[],https://twitter.com/1MinuteStock/status/1080791644042133504
8,REurope,@reurope_stock,2019-01-03T13:40:36.000Z,"Analysts See $2.90 EPS for The Travelers Companies, Inc. $TRV https://reurope.com/2019/01/03/analysts-see-2-90-eps-for-the-travelers-companies-inc-trv/…","Analysts See $2.90 EPS for The Travelers Companies, Inc. $TRV https://reurope.com/2019/01/03/analysts-see-2-90-eps-for-the-travelers-companies-inc-trv/…",,,,,[],https://twitter.com/reurope_stock/status/1080821231476191232
9,$Stocknewsalerts,@Allstocknews,2019-01-03T21:20:19.000Z,"$TRV Travelers Companies, Inc. Document: Insider Ownership             
From our Stock News Alerts App","$TRV Travelers Companies, Inc. Document: Insider Ownership             
From our Stock News Alerts App",,,,,[],https://twitter.com/Allstocknews/status/1080936921629638656
10,sun,@sunshineavenue8,2019-01-02T08:17:03.000Z,$L short % to float is 6.51% http://sunshineavenue.com/stock/L/ $TRV 1.39% $WTM 1.08% $CB 1.16% $RLI 6.51%,$L short % to float is 6.51% http://sunshineavenue.com/stock/L/ $TRV 1.39% $WTM 1.08% $CB 1.16% $RLI 6.51%,,,,,[],https://twitter.com/sunshineavenue8/status/1080377418140057601
11,$Stocknewsalerts,@Allstocknews,2019-01-02T15:49:52.000Z,"$TRV Travelers Companies, Inc. Press Release: Travelers to Become Exclusive Provider of U.S. Auto Insurance C
From our Stock News Alerts App","$TRV Travelers Companies, Inc. Press Release: Travelers to Become Exclusive Provider of U.S. Auto Insurance C
From our Stock News Alerts App",,,,,[],https://twitter.com/Allstocknews/status/1080491374674366464
12,The Lincolnian,@ThisLincolnian,2019-01-01T08:21:11.000Z,Zacks Investment Research Reaffirms “Sell” Rating for Travelers Companies $TRV http://thelincolnianonline.com/?p=2598366,Zacks Investment Research Reaffirms “Sell” Rating for Travelers Companies $TRV http://thelincolnianonline.com/?p=2598366,,,,,[],https://twitter.com/ThisLincolnian/status/1080016068868034560
13,Money Making Articles Hot Stuff,@mmahotstuff1,2019-01-03T20:06:34.000Z,Bb&T Securities LLC Lowered Position in Travelers Companies INC $TRV as Share Value Declined - https://mmahotstuff.com/2019/01/03/bbt-securities-llc-lowered-position-in-travelers-companies-inc-trv-as-share-value-declined.html…,Bb&T Securities LLC Lowered Position in Travelers Companies INC $TRV as Share Value Declined - https://mmahotstuff.com/2019/01/03/bbt-securities-llc-lowered-position-in-travelers-companies-inc-trv-as-share-value-declined.html…,,,,,[],https://twitter.com/mmahotstuff1/status/1080918361893089280
14,WhatsOnThorold,@whatsonthorold2,2019-01-03T20:06:17.000Z,Bb&T Securities LLC Has Decreased Its Travelers Companies INC $TRV Stake by $6.52 Million as Stock Price Declined - https://whatsonthorold.com/2019/01/03/bbt-securities-llc-has-decreased-its-travelers-companies-inc-trv-stake-by-6-52-million-as-stock-price-declined/…,Bb&T Securities LLC Has Decreased Its Travelers Companies INC $TRV Stake by $6.52 Million as Stock Price Declined - https://whatsonthorold.com/2019/01/03/bbt-securities-llc-has-decreased-its-travelers-companies-inc-trv-stake-by-6-52-million-as-stock-price-declined/…,,,,,[],https://twitter.com/whatsonthorold2/status/1080918288958394368
15,Watchlist News,@WatchlistN,2019-01-03T20:51:17.000Z,Travelers Companies Inc $TRV Given Average Rating of “Hold” by Brokerages http://zpr.io/6Qec9,Travelers Companies Inc $TRV Given Average Rating of “Hold” by Brokerages http://zpr.io/6Qec9,,,,,[],https://twitter.com/WatchlistN/status/1080929612992073730
16,1 min Stock Insights,@1MinuteStock,2019-01-03T11:45:02.000Z,We calculated 63-day Expected Return of $TRV for you: -7.97%,"We calculated 63-day Expected Return of $TRV for you: -7.97%
unicornbay.com
TRV — The Travelers Companies Inc - comprehensive stock analysis.
The Travelers Companies Inc - TRV comprehensive stock analysis. Make proper investment decisions with analytics from Unicorn Bay.",,,,,['https://pbs.twimg.com/card_img/1500837321616154624/Sx-387lP?format=jpg&name=small'],https://twitter.com/1MinuteStock/status/1080792147555606528
17,Tradercliq,@tradercliq,2019-01-02T20:26:06.000Z,"35 minutes left in the first trading day of the year. Here's where we stand:
Dow Session Low: down 398 points
Dow Session High: up 86 points
Dow Laggards: $TRV $UNH $KO
Dow Leaders"" $GS $DWDP $JPM","35 minutes left in the first trading day of the year. Here's where we stand:
Dow Session Low: down 398 points
Dow Session High: up 86 points
Dow Laggards: $TRV $UNH $KO
Dow Leaders"" $GS $DWDP $JPM",,,,,['https://pbs.twimg.com/media/Dv7sZrwWkAEitDS?format=png&name=small'],https://twitter.com/tradercliq/status/1080560889286270976
18,PeterLekousesJr,@pjl001,2019-01-02T00:51:09.000Z,"Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom https://seekingalpha.com/news/3419832?source=ansh… $MRK, $PFE,  $VZ, $KO, $MCD, $DIS, $INTC, $PG, $AXP, $WMT, $WBA, $AAPL, $JNJ, $JPM, $HD, $TRV, $CVX, $UTX, $XOM, $MMM, $CAT, $DWDP, $IBM
 Great Dividend Stock BUY PFE!","Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom https://seekingalpha.com/news/3419832?source=ansh… $MRK, $PFE,  $VZ, $KO, $MCD, $DIS, $INTC, $PG, $AXP, $WMT, $WBA, $AAPL, $JNJ, $JPM, $HD, $TRV, $CVX, $UTX, $XOM, $MMM, $CAT, $DWDP, $IBM
 Great Dividend Stock BUY PFE!
seekingalpha.com
Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom (NYSE:MRK)
Merck (NYSE:MRK) and Pfizer (NYSE:PFE) finish as the year's top gainers on the Dow Jones Industrial Average, as 14 of the 30 stocks in the index end in the green vs.",,,,,['https://pbs.twimg.com/card_img/1500261442888609794/RU36R6cw?format=png&name=240x240'],https://twitter.com/pjl001/status/1080265204263456770
19,1 min Stock Insights,@1MinuteStock,2019-01-03T11:13:03.000Z,Wondering about risks of $TRV? The 21-day volatility is 6.87%,"Wondering about risks of $TRV? The 21-day volatility is 6.87%
unicornbay.com
TRV — The Travelers Companies Inc - comprehensive stock analysis.
The Travelers Companies Inc - TRV comprehensive stock analysis. Make proper investment decisions with analytics from Unicorn Bay.",,,,,['https://pbs.twimg.com/card_img/1500837321616154624/Sx-387lP?format=jpg&name=small'],https://twitter.com/1MinuteStock/status/1080784095792193536
20,SwingTradeBot,@SwingTradeBot,2019-01-03T17:51:16.000Z,Recent $TRV technical alerts: MACD Bullish Signal Line Cross plus 5 more alerts...,"Recent $TRV technical alerts: MACD Bullish Signal Line Cross plus 5 more alerts...
swingtradebot.com
TRV Stock Technical Analysis | The Travelers Companies, Inc.
Current Technical Analysis and interactive chart for $TRV stock / shares. See the current trading strategy, trend(s), rating and buy and sell signals.",,,,,['https://pbs.twimg.com/card_img/1502154353641066496/7pJRWYT7?format=jpg&name=small'],https://twitter.com/SwingTradeBot/status/1080884310729736193
21,MarketBeat,@MarketBeatCom,2019-01-03T20:47:09.000Z,Brokerages Set Travelers Companies Inc $TRV Price Target at $133.09 http://zpr.io/6Qed8,Brokerages Set Travelers Companies Inc $TRV Price Target at $133.09 http://zpr.io/6Qed8,,,,,[],https://twitter.com/MarketBeatCom/status/1080928575027642371
22,MarketBeat,@MarketBeatCom,2019-01-03T15:39:01.000Z,Travelers Companies $TRV Given New $119.00 Price Target at Morgan Stanley http://zpr.io/6Qi6Q,Travelers Companies $TRV Given New $119.00 Price Target at Morgan Stanley http://zpr.io/6Qi6Q,,,,,[],https://twitter.com/MarketBeatCom/status/1080851031444111361
23,MarketBeat,@MarketBeatCom,2019-01-03T17:54:20.000Z,Brokerages Anticipate Travelers Companies Inc $TRV Will Post Quarterly Sales of $7.70 Billion http://zpr.io/6QdUn,Brokerages Anticipate Travelers Companies Inc $TRV Will Post Quarterly Sales of $7.70 Billion http://zpr.io/6QdUn,,,,,[],https://twitter.com/MarketBeatCom/status/1080885084520099847
24,Money Making Articles Hot Stuff,@mmahotstuff1,2019-01-03T13:41:04.000Z,"EPS for The Travelers Companies, Inc. $TRV Expected At $2.90 - https://mmahotstuff.com/2019/01/03/eps-for-the-travelers-companies-inc-trv-expected-at-2-90.html…","EPS for The Travelers Companies, Inc. $TRV Expected At $2.90 - https://mmahotstuff.com/2019/01/03/eps-for-the-travelers-companies-inc-trv-expected-at-2-90.html…",,,,,[],https://twitter.com/mmahotstuff1/status/1080821345716449281
25,The Casual Smart,@The_CasualSmart,2019-01-03T20:06:10.000Z,Bb&T Securities LLC Cut Travelers Companies INC $TRV Stake by $6.52 Million as Stock Declined https://cardinalweekly.com/bbt-securities-llc-cut-travelers-companies-inc-trv-stake-by-6-52-million-as-stock-declined/…,Bb&T Securities LLC Cut Travelers Companies INC $TRV Stake by $6.52 Million as Stock Declined https://cardinalweekly.com/bbt-securities-llc-cut-travelers-companies-inc-trv-stake-by-6-52-million-as-stock-declined/…,,,,,[],https://twitter.com/The_CasualSmart/status/1080918261846470657
26,The Lincolnian,@ThisLincolnian,2019-01-01T13:55:11.000Z,Analysts Set Travelers Companies Inc $TRV Price Target at $133.09 http://thelincolnianonline.com/?p=2598993,Analysts Set Travelers Companies Inc $TRV Price Target at $133.09 http://thelincolnianonline.com/?p=2598993,,,,,[],https://twitter.com/ThisLincolnian/status/1080100125370916864
