,Stock,date,action_prob
0,$MRK,20170101,0
1,$MRK,20170102,-0.20026284456253052
2,$MRK,20170103,-0.5558062344789505
3,$MRK,20170104,-0.6703467949842795
4,$MRK,20170105,-0.7097322993808323
5,$MRK,20170106,-0.5526225298058753
6,$MRK,20170107,-0.38358126178620355
7,$MRK,20170108,-0.37212113891878434
8,$MRK,20170109,-0.45004138006613803
9,$MRK,20170110,-0.17137731476263565
10,$MRK,20170111,-0.11887990735297979
11,$MRK,20170112,-0.1291935648236956
12,$MRK,20170113,-0.3685841092041561
13,$MRK,20170114,-0.33782868715653935
14,$MRK,20170115,-0.40065871477127074
15,$MRK,20170116,-0.40324844855528613
16,$MRK,20170117,-0.35993608832359314
17,$MRK,20170118,-0.28411249816417694
18,$MRK,20170119,-0.29187772423028946
19,$MRK,20170120,-0.4097263671102978
20,$MRK,20170121,-0.5457216540972392
21,$MRK,20170122,-0.4447469167087389
22,$MRK,20170123,-0.43335045129060745
23,$MRK,20170124,-0.3003625174363454
24,$MRK,20170125,-0.49319043159484866
25,$MRK,20170126,-0.5061403970633235
26,$MRK,20170127,-0.6035805408443723
27,$MRK,20170128,-0.5783619749344001
28,$MRK,20170129,-0.5981508544806776
29,$MRK,20170130,-0.5814425000604594
30,$MRK,20170131,-0.5946463393047452
31,$MRK,20170201,-0.5285434773990086
32,$MRK,20170202,-0.49614053786690554
33,$MRK,20170203,-0.3660407471206953
34,$MRK,20170204,-0.5066429821412954
35,$MRK,20170205,-0.540793902946241
36,$MRK,20170206,-0.5763380527496338
37,$MRK,20170207,-0.4032203929764884
38,$MRK,20170208,-0.46084924042224884
39,$MRK,20170209,-0.3408933898858857
40,$MRK,20170210,-0.34817369959571143
41,$MRK,20170211,-0.27977701208808203
42,$MRK,20170212,-0.38929802438487177
43,$MRK,20170213,-0.40626470049222313
44,$MRK,20170214,-0.49895169805077944
45,$MRK,20170215,-0.47206125215247824
46,$MRK,20170216,-0.5002724341181821
47,$MRK,20170217,-0.4666572542026125
48,$MRK,20170218,-0.513922815322876
49,$MRK,20170219,-0.5122261631722543
50,$MRK,20170220,-0.48510208454999054
51,$MRK,20170221,-0.42976180663922936
52,$MRK,20170222,-0.48423414896516237
53,$MRK,20170223,-0.5608272238781578
54,$MRK,20170224,-0.5993660116682247
55,$MRK,20170225,-0.5469272670807777
56,$MRK,20170226,-0.5119285436525737
57,$MRK,20170227,-0.4402563778253702
58,$MRK,20170228,-0.29937311718540804
59,$MRK,20170301,-0.1929361985789405
60,$MRK,20170302,-0.20414156180161697
61,$MRK,20170303,-0.3555868653150705
62,$MRK,20170304,-0.4262596258991643
63,$MRK,20170305,-0.5676782047539427
64,$MRK,20170306,-0.566799063940306
65,$MRK,20170307,-0.49646963604858946
66,$MRK,20170308,-0.42727538554564765
67,$MRK,20170309,-0.3832711160901081
68,$MRK,20170310,-0.4157196432352066
69,$MRK,20170311,-0.3238064702951683
70,$MRK,20170312,-0.39028249139135535
71,$MRK,20170313,-0.3224848134177072
72,$MRK,20170314,-0.38966656008432077
73,$MRK,20170315,-0.33089873043157286
74,$MRK,20170316,-0.44626971515449315
75,$MRK,20170317,-0.48407651980717975
76,$MRK,20170318,-0.49691827098528546
77,$MRK,20170319,-0.4905337465220484
78,$MRK,20170320,-0.5379952132701874
79,$MRK,20170321,-0.48571135906072765
80,$MRK,20170322,-0.44500799362476057
81,$MRK,20170323,-0.38425540924072266
82,$MRK,20170324,-0.39321018968309673
83,$MRK,20170325,-0.3180150949037992
84,$MRK,20170326,-0.4013115786589109
85,$MRK,20170327,-0.4051269023191361
86,$MRK,20170328,-0.5626677739910964
87,$MRK,20170329,-0.5386020297906837
88,$MRK,20170330,-0.3639442586898804
89,$MRK,20170331,-0.2303354449050371
90,$MRK,20170401,-0.19369929790496826
91,$MRK,20170402,-0.3766003787517548
92,$MRK,20170403,-0.4561761856079102
93,$MRK,20170404,-0.3896563341540675
94,$MRK,20170405,-0.27927971205541063
95,$MRK,20170406,-0.28604497542748086
96,$MRK,20170407,-0.2794413151485579
97,$MRK,20170408,-0.48046212950173545
98,$MRK,20170409,-0.42132849771468367
