,Stock,date,action_prob
0,$WBA,20180101,0
1,$WBA,20180102,-0.7925944924354553
2,$WBA,20180103,-0.36941993567678666
3,$WBA,20180104,-0.42958912037420965
4,$WBA,20180105,-0.36736632570808314
5,$WBA,20180106,-0.38075754903767206
6,$WBA,20180107,0.06365348895390828
7,$WBA,20180108,0.05584997263821689
8,$WBA,20180109,0.24180359190160577
9,$WBA,20180110,0.11110796531041463
10,$WBA,20180111,0.1427810699381727
11,$WBA,20180112,-0.1835428461050376
12,$WBA,20180113,-0.07610279321670532
13,$WBA,20180114,-0.056932136697589224
14,$WBA,20180115,0.006037719788089875
15,$WBA,20180116,0.41538302981576253
16,$WBA,20180117,0.3773272633552551
17,$WBA,20180118,0.29780409659868406
18,$WBA,20180119,0.25228065143931994
19,$WBA,20180120,0.21693218913343218
20,$WBA,20180121,0.49844612015618217
21,$WBA,20180122,0.5465513634681701
22,$WBA,20180123,0.2988662630319595
23,$WBA,20180124,0.14036196066161333
24,$WBA,20180125,0.03184319672913387
25,$WBA,20180126,0.18804187646933965
26,$WBA,20180127,-0.03058088421821594
27,$WBA,20180128,0.07178436782624986
28,$WBA,20180129,0.07178436782624986
29,$WBA,20180130,0.07178436782624986
30,$WBA,20180131,0.4068296277523041
31,$WBA,20180201,0.2928233605164748
32,$WBA,20180202,0.2549931950867176
33,$WBA,20180203,0.06138413132361646
34,$WBA,20180204,0.24448652036728397
35,$WBA,20180205,0.3376679036576869
36,$WBA,20180206,0.5041460669957675
37,$WBA,20180207,0.5019585962953239
38,$WBA,20180208,0.4065915644168854
39,$WBA,20180209,0.2987834405899048
40,$WBA,20180210,0.06265825827916463
41,$WBA,20180211,-0.04145514852595779
42,$WBA,20180212,-0.3179665027924304
43,$WBA,20180213,-0.2844115874984048
44,$WBA,20180214,-0.2845674129202962
45,$WBA,20180215,-0.07306613112395664
46,$WBA,20180216,-0.03912286727856367
47,$WBA,20180217,-0.06578153744339943
48,$WBA,20180218,-0.0825373511465769
49,$WBA,20180219,-0.11785462376189558
50,$WBA,20180220,-0.09280812826709471
51,$WBA,20180221,-0.07065491582833085
52,$WBA,20180222,-0.06535147158604748
53,$WBA,20180223,0.14058132404866425
54,$WBA,20180224,0.04032453656196594
55,$WBA,20180225,-0.013247557628301926
56,$WBA,20180226,-0.04748391576960117
57,$WBA,20180227,-0.0927786770321074
58,$WBA,20180228,-0.0037993770657163677
59,$WBA,20180301,-0.10099260674582587
60,$WBA,20180302,-0.04269686037180375
61,$WBA,20180303,-0.12311109273057234
62,$WBA,20180304,-0.08740037268605726
63,$WBA,20180305,-0.03101847063411366
64,$WBA,20180306,-0.02251754895500515
65,$WBA,20180307,0.11281666656335194
66,$WBA,20180308,0.262800277448168
67,$WBA,20180309,0.4866448408219872
68,$WBA,20180310,0.4320063748780419
69,$WBA,20180311,-0.044900372343243296
70,$WBA,20180312,0.009485879739125569
71,$WBA,20180313,-0.034730023735172144
72,$WBA,20180314,0.04346497076145117
73,$WBA,20180315,0.031881192509008914
74,$WBA,20180316,0.2273789957165718
75,$WBA,20180317,0.2115970212116576
76,$WBA,20180318,0.10045581658681234
77,$WBA,20180319,0.061024452249209084
78,$WBA,20180320,0.1128049419637312
79,$WBA,20180321,0.2017852404843206
80,$WBA,20180322,0.03076960428341015
81,$WBA,20180323,0.06291295091311137
82,$WBA,20180324,0.08661353664520459
83,$WBA,20180325,0.16616652409235635
84,$WBA,20180326,0.12208473682403564
85,$WBA,20180327,-0.11460611293482226
86,$WBA,20180328,-0.34100716045269597
87,$WBA,20180329,-0.25490958048747137
88,$WBA,20180330,-0.1914877189057214
89,$WBA,20180331,0.1405087879725865
90,$WBA,20180401,-0.024488237668883125
91,$WBA,20180402,0.006604425285173499
92,$WBA,20180403,-0.13312642404011318
93,$WBA,20180404,-0.07748379630427207
94,$WBA,20180405,-0.07925574034452439
95,$WBA,20180406,0.08129900982303004
96,$WBA,20180407,0.2758173674953227
97,$WBA,20180408,0.511450484946922
98,$WBA,20180409,0.5642940246540568
99,$WBA,20180410,0.45104460045695305
100,$WBA,20180411,0.16689500957727432
101,$WBA,20180412,-0.04114564864531807
102,$WBA,20180413,-0.17530404743940933
103,$WBA,20180414,-0.18246635698503064
104,$WBA,20180415,-0.1520843788197166
105,$WBA,20180416,0.251070111989975
106,$WBA,20180417,0.23980725035071374
107,$WBA,20180418,0.2913271337747574
108,$WBA,20180419,0.4933850830015929
109,$WBA,20180420,0.7144361734390259
110,$WBA,20180421,0.7787478417158127
111,$WBA,20180422,0.1545364393128289
112,$WBA,20180423,0.17044880087413486
113,$WBA,20180424,0.19930053360006783
114,$WBA,20180425,0.2888994453088293
115,$WBA,20180426,0.41313423351808026
116,$WBA,20180427,0.41540918179920744
117,$WBA,20180428,0.3977448635912956
118,$WBA,20180429,0.40866745105931457
119,$WBA,20180430,0.5013281729291467
120,$WBA,20180501,0.5403184145689011
121,$WBA,20180502,0.26667279546911066
