,0
0,1000000.0
1,999716.6182943287
2,997811.1158718772
3,995511.8531233092
4,993847.0469972488
5,994899.1880181569
6,996218.2824926537
7,990783.5330417304
8,993173.0900612263
9,986213.073092574
10,986303.0056478623
11,979825.7991745177
12,981560.1129301179
13,986921.7054019254
14,981796.866243774
15,988364.1981197281
16,984172.9760063521
17,987940.6113904604
18,1001913.1596293191
19,1002196.2720516506
20,990622.39719627
21,997330.23308963
22,1002641.6821525649
23,994306.5280664327
24,982993.7750684653
25,982464.680408347
26,978014.2719338902
27,963343.3928847464
28,984433.7419956004
29,993446.3801136141
30,1007923.9077362643
31,1005616.7527697211
32,1003662.2550809741
33,1016462.2726553016
34,1004251.6872142642
35,1008193.6547237182
36,1019543.6495743298
37,1014608.5341219753
38,1009210.804811299
39,1031760.4885785833
40,1032258.3972094238
41,1033194.3097177225
42,1036878.6903207081
43,1038306.3014775473
44,1033423.3569468788
45,1039188.1770808741
46,1037657.7941136145
47,1052870.8148362956
48,1051672.8243166127
49,1054037.4861728614
50,1061779.6863018402
51,1072746.1153248793
52,1076336.2481016582
53,1076304.366687713
54,1072461.5423673277
55,1067122.2180893568
56,1071346.1340600764
57,1074823.685500599
58,1078470.9260324517
59,1086673.7960816605
60,1086002.9122862064
61,1094579.3815649617
62,1092328.4943444177
