,0
0,1207618.9816721336
1,1218934.745469999
2,1220052.1854704006
3,1221568.1244526482
4,1220556.8712759202
5,1220694.6880794168
6,1225849.063124774
7,1220752.2728857286
8,1219643.1467272188
9,1222222.829269193
10,1222590.8757222532
11,1220468.0653930374
12,1225125.9583940492
13,1222310.2862123812
14,1221522.9083844477
15,1232751.3158905415
16,1233416.8175154664
17,1234910.8365286214
18,1230413.6570521942
19,1226855.3933824787
20,1260213.1059934346
21,1258990.4074526213
22,1264851.9804576791
23,1268059.2448786008
24,1274825.2917236038
25,1279239.0229647455
26,1286410.994535998
27,1285833.083744575
28,1294325.6557961095
29,1304533.5732739833
30,1310287.2443370714
31,1313004.804677345
32,1316617.6045515013
33,1325342.3081350462
34,1332560.557915443
35,1329844.210600154
36,1332361.2014362607
37,1330996.2011531396
38,1328699.9906318304
39,1349490.3960493188
40,1343914.9175854842
41,1347685.2423188621
42,1344353.2048904318
43,1343927.6050676382
44,1340492.3727608137
45,1340089.3252500542
46,1344612.720939088
47,1345931.0825091982
48,1344247.6512806148
49,1354808.9182935462
50,1354689.1580391005
51,1351090.6995812543
52,1360466.2838485932
53,1346054.5417357762
54,1353834.0864269338
55,1351827.3903633559
56,1348170.1000332981
57,1349108.5119984418
58,1369518.9719038433
59,1369233.177634026
60,1368983.0275012983
61,1366069.3052717538
62,1365032.1549748252
