,0
0,1107238.0243931292
1,1095970.6137260224
2,1102227.5553158172
3,1105378.7855614496
4,1101377.6358520372
5,1110877.294982008
6,1099204.193935541
7,1101363.5443581997
8,1100652.2847421733
9,1099242.1341029268
10,1092504.2000498096
11,1091739.083407701
12,1083862.663302276
13,1082396.3326181516
14,1089518.8952986512
15,1092066.0157248154
16,1087139.2570143163
17,1080636.6358845732
18,1077050.5384325427
19,1073027.0883729036
20,1072781.0476921282
21,1065500.2162417439
22,1065397.844230289
23,1056375.8072919245
24,1051116.72695058
25,1070881.1673682798
26,1076577.891508942
27,1083423.8089507641
28,1078471.1536644716
29,1078838.77127604
30,1081135.611152716
31,1088046.5066980477
32,1097544.650864843
33,1100304.7305016678
34,1100821.4167027555
35,1105401.041894955
36,1108712.4317708816
37,1108657.0351981248
38,1114094.3959159227
39,1116589.7764697312
40,1112290.2909273526
41,1101029.2184366677
42,1091733.4419970773
43,1095159.49759675
44,1095669.4353650971
45,1098905.3051840232
46,1111025.5782597256
47,1115593.0729967712
48,1127099.8183802078
49,1129503.5786540457
50,1143204.0157450861
51,1140308.9544814872
52,1141182.8289842412
53,1143214.9896287534
54,1148477.6587504551
55,1152343.324053614
56,1150739.3065674256
57,1148608.3299972534
58,1148005.9295959994
59,1150874.9882594082
60,1144816.9563019753
61,1145510.7358409187
62,1136039.4701637456
