,0
0,-10492.520114147337
1,6545.547170209931
2,1597.110054134857
3,-1054.1162350559607
4,12819.651742029237
5,1524.1530291039962
6,7996.048331013648
7,1603.5078081891406
8,-2957.530850699637
9,8620.127902628854
10,-3889.8910284580197
11,-5983.8581896710675
12,-204.71977891400456
13,-7613.231881093001
14,-1728.5259639914148
15,-62.73091222019866
16,-1381.9443343237508
17,159.69766798056662
18,1343.2537865149789
19,-982.8216475741938
20,-982.3464351256844
21,2704.7809403275605
22,-272.24508959800005
23,-2213.7187456274405
24,-3468.952361598611
25,-9120.347260436043
26,-352.924331742106
27,4843.614016134758
28,1890.5500591623131
29,1279.1958635107148
30,-14530.809183290927
31,-2813.547328105429
32,2897.2374346219003
33,12821.097897835076
34,-8103.52681756136
35,-3088.4110683170147
36,4529.598125165794
37,254.198586035287
38,1743.2013969479594
39,3648.761998763075
40,2910.002338990802
41,1916.1114521459676
42,-11074.18683012831
43,6440.9825736656785
44,-1066.0278346773703
45,138.20421225344762
46,18783.88328299485
47,6051.898841389921
48,1987.0581221857574
49,469.2474081462715
50,7252.201583469519
51,770.3854007683694
52,3337.935512490105
53,-8553.340217033634
54,-6544.723011371447
55,-896.3384905823041
56,634.2138451321516
57,2343.9860892461147
58,-2875.122173596639
59,-738.331245385576
60,3544.3374516612384
61,7900.783957174281
