,0
0,1615626.1885202888
1,1615911.4489552681
2,1617957.9277073776
3,1618477.278138984
4,1615152.0198482666
5,1618050.0717068203
6,1618876.8655205965
7,1617580.7405508433
8,1617897.7122575338
9,1619917.310234574
10,1618699.232014899
11,1615846.0974697957
12,1614816.5709419267
13,1620587.5672383057
14,1625479.7598008877
15,1628264.087316275
16,1623316.7337823822
17,1618631.358546244
18,1622815.6935551467
19,1625384.4160597455
20,1624567.9464957893
21,1624567.9464957893
22,1624567.9464957893
23,1624567.9464957893
24,1624567.9464957893
25,1624567.9464957893
26,1624567.9464957893
27,1624567.9464957893
28,1624567.9464957893
29,1624567.9464957893
30,1624567.9464957893
31,1624567.9464957893
32,1624567.9464957893
33,1624567.9464957893
34,1624567.9464957893
35,1624373.1163472997
36,1624895.9464406976
37,1626457.9055805863
38,1626211.665903387
39,1627171.251023958
40,1624217.1884121532
41,1623842.8833030947
42,1623842.8833030947
43,1623967.943205564
44,1623947.0327024967
45,1622883.7908441313
46,1620979.6902743373
47,1623749.34367832
48,1623378.2738739678
49,1623378.2738739678
50,1623378.2738739678
51,1623378.2738739678
52,1623719.703544562
53,1623630.4050860042
54,1624503.115193223
55,1624551.2435864955
56,1622101.6267872015
57,1621367.3604998607
58,1620791.6737651504
59,1621709.8373237164
60,1621397.3656565973
61,1621397.3656565973
62,1621397.3656565973
