,0
0,1086.5200956382323
1,1659.1011649130378
2,9100.548602918163
3,5612.2290325425565
4,2956.6786803791765
5,6814.211551288143
6,-4488.990016274154
7,-1749.3885475525167
8,6210.6646844919305
9,2261.01734232367
10,-4310.157598649617
11,-931.927196216071
12,203.28094834042713
13,3944.0040743805002
14,12624.930673460709
15,-854.8254482441116
16,734.7889534833375
17,-2960.7087896326557
18,-4174.462966396473
19,43969.69262334448
20,-1297.3825073859189
21,7740.485481465934
22,7051.005687073572
23,8649.266107447213
24,3573.0074239636306
25,5018.107378792483
26,439.52656410238706
27,10786.457822024822
28,12705.05218292796
29,5343.449968312867
30,2652.8168537097517
31,3449.04087264603
32,8562.364531169645
33,2717.389668027172
34,-2757.340139552951
35,1512.7554335999303
36,2533.8113851360977
37,-1133.7307643075474
38,24796.82602231414
39,-10784.05757771316
40,3234.184248021338
41,-4164.164502160158
42,1143.8844627079088
43,-6699.273239211878
44,-1383.0672738149296
45,4760.181718756212
46,-782.0059926528484
47,-1143.006816599518
48,9717.648095843848
49,2113.6993457560893
50,-4889.294118781807
51,7839.817350172205
52,-16529.632102478296
53,9653.57842157688
54,-3126.510266280966
55,-567.9739696194883
56,-138.4687541378662
57,21594.533523267834
58,494.7803431393113
59,979.0813334721606
60,-2380.9399692602456
61,-1959.2329815409612
