,0
0,-3497.6430751162115
1,4712.491640964756
2,-3245.9838258970995
3,520.447650460992
4,9518.362623291323
5,-10317.307745762868
6,2188.0269798114896
7,-2723.631855907617
8,230.26812541135587
9,-1479.2714559270535
10,7753.677749276161
11,1108.7830160253216
12,3321.707520801574
13,-3497.0690863050986
14,4402.810443798313
15,-3335.1248106651474
16,-5514.516966366442
17,-1899.1134783462621
18,-3040.2602405273356
19,236.14968008361757
20,-8562.188943382818
21,-2369.7985703041777
22,-5762.370211048052
23,-4820.853470176458
24,23374.725952005945
25,5124.995101774111
26,16519.285266235936
27,9275.331608748063
28,476.59908387693577
29,3336.1339053271804
30,7394.600303847808
31,-2637.229768183781
32,959.2608662273269
33,-3832.430114568677
34,6763.35644251178
35,3728.5299293843564
36,3032.8730691804085
37,3893.473532340722
38,-5532.711238169577
39,4077.4104228571523
40,-706.1596597125754
41,6656.7869528343435
42,373.78213981329463
43,272.6182992607355
44,3216.0483089277986
45,13207.422175945248
46,5874.667071649339
47,10571.702184295515
48,1172.0840339399874
49,7424.78200147301
50,-5564.998803270981
51,7949.917114489945
52,1314.8611497406382
53,1559.3128205905668
54,5687.472102658125
55,-736.761459413683
56,-1262.6381328848656
57,2145.105163781205
58,1475.675362466136
59,-7487.054955366533
60,-1996.9075753751677
61,-2776.600157100009
