,0
0,1136154.482577073
1,1126470.2258951021
2,1127238.96019445
3,1132468.0083404267
4,1130870.026702807
5,1139391.2923935927
6,1135988.959842855
7,1142112.1368153875
8,1140195.0469262176
9,1143881.5858217606
10,1141608.7196118662
11,1142520.747131411
12,1141665.528475237
13,1141384.5663049032
14,1140062.9034691574
15,1150484.5584800665
16,1140460.1932741143
17,1127494.1928094658
18,1120025.1186080724
19,1117420.055935501
20,1113889.5213625436
21,1099160.3824689866
22,1102005.1147882084
23,1095931.5509139576
24,1089576.011470211
25,1108512.447692021
26,1115239.4510878553
27,1113815.8183686102
28,1104197.7169656763
29,1111627.839982894
30,1093060.6936395848
31,1100753.0278004496
32,1112767.133704462
33,1116130.9390204612
34,1115320.7839059227
35,1121980.742674766
36,1124927.4652919446
37,1122508.50982347
38,1129135.966105199
39,1126263.9238143687
40,1124575.188628567
41,1115567.84498333
42,1111331.3099306782
43,1113491.2213553535
44,1109457.5358436399
45,1113847.298515078
46,1131874.651648578
47,1137475.8454288428
48,1155369.16141721
49,1153972.8200518643
50,1163225.5531194124
51,1157905.6672220624
52,1161058.0134289537
53,1163965.089357521
54,1169730.156411217
55,1173355.5565195892
56,1173244.0043464876
57,1169518.3454267618
58,1169617.8852802499
59,1173981.5930433439
60,1168666.8727189705
61,1169765.508627713
62,1164141.195177461
