,0
0,-402.5489309874829
1,11411.776717303088
2,42.72743071685545
3,-1591.237740617711
4,3298.8006169090513
5,745.2271681891289
6,-2012.5310892995913
7,859.4659643210471
8,1232.4588757476304
9,-1905.3519989908673
10,1481.657388865482
11,-1205.3154544457793
12,6187.506771391258
13,928.9035801086575
14,18874.165233149426
15,-2519.763759442605
16,5583.87864860706
17,-4786.279525635531
18,-14914.91209833161
19,2996.945806732634
20,6622.363912548404
21,-5582.857435902115
22,79.29913022252731
23,-7490.515961132478
24,2628.461844392121
25,682.3473130280618
26,-7569.495888639474
27,-2676.7006985400803
28,3979.70935716806
29,-2200.7234587348066
30,-8240.746120741125
31,16178.954516497673
32,-1363.088814047398
33,8052.481947091408
34,11706.329629497137
35,-8717.368809386156
36,3958.413468472194
37,4370.185473360121
38,15641.796739609446
39,4471.599681499181
40,18300.984408828663
41,-8159.716908250935
42,2890.2089899959974
43,-5965.4738664394245
44,-1764.4530636314303
45,6357.734607873717
46,-1822.8554558854084
47,2759.809283825103
48,-1478.1585342115723
49,4157.9160149493255
50,-6119.8780799205415
51,2957.330677365884
52,10187.833347299369
53,-2078.697566686198
54,-2157.5803440250456
55,-836.8879964333028
56,2869.854051482398
57,1091.9212301026564
58,3083.2737837953027
59,142.8461978211999
60,-4351.42088247207
61,2850.8860246746335
