,0
0,-11793.656370784622
1,911.6676741014235
2,9717.095562275266
3,-5878.245471735718
4,8304.307995309588
5,-2729.1602202598006
6,9173.366724201012
7,12096.719308615662
8,-8131.236401194008
9,-7887.038715034956
10,-959.110413444927
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,362.6673381209839
29,-139.96280591050163
30,-227.38527564075775
31,2142.4055329491384
32,-1489.0803596798796
33,814.8021318120882
34,-1542.8223682283424
35,-590.8258166075684
36,-6224.005883274134
37,4504.6407851756085
38,-6037.7681966826785
39,4753.800739398226
40,2242.623376948759
41,324.8856399192009
42,7469.288070370443
43,1288.0140304930974
44,1162.6437618951313
45,2058.6736426530406
46,784.1624852041714
47,-4688.158685067669
48,-1317.2650505090132
49,-3074.7622625548393
50,-4768.242613677168
51,-12658.357793725794
52,-995.266824177932
53,-8534.767090294976
54,2970.041460792534
55,-15436.83944241819
56,1454.5318339958321
57,-7562.759243754903
58,6068.059571221238
59,-782.5456383477431
60,-1314.154935253784
61,0.0
