,0
0,-246.7308591324836
1,-2630.0125617674785
2,-5654.961543973186
3,-2300.66192926222
4,455.27792700438295
5,1179.629978646757
6,-8740.619775959058
7,6224.368217560928
8,-10967.709424405592
9,-1366.175804884173
10,-9274.07680110191
11,4044.857945446507
12,12059.324525726843
13,-10403.771914585028
14,13271.800830473308
15,-12257.507576509728
16,6296.710785128875
17,18907.29091229639
18,-673.2724851295352
19,-8672.543674078886
20,16343.419208453503
21,5427.5762346901465
22,-14342.839998253272
23,-5919.651738910936
24,1700.3959266335005
25,-10273.433628489147
26,-9785.397875641007
27,18706.31400936749
28,12931.693172864267
29,18666.04388651671
30,-7008.431721232948
31,-1108.7016082378104
32,12717.577950415784
33,-12615.553519735462
34,5895.775339046726
35,9419.570731208194
36,-3067.635748159373
37,-4927.024609994027
38,24267.373132185894
39,-1466.265602268977
40,6090.850585879525
41,5252.402584249154
42,1406.9435195028782
43,-7548.26840269519
44,4876.2970125547145
45,-1133.8873817615677
46,14518.105395950144
47,226.80669690971263
48,4598.408166798763
49,7819.655335426098
50,8480.347063958878
51,3054.222077058861
52,-2467.8530669510365
53,-2005.3018714920618
54,-5817.504292219412
55,1620.7442058010492
56,4511.476104115369
57,4447.8869599052705
58,11851.16302901879
59,-2860.81798868021
60,7609.0731843737885
61,-734.8113661720417
