,0
0,1000000.0
1,1000196.5419715166
2,996296.1867029035
3,987968.3019051413
4,982252.7903710853
5,984181.7115965043
6,990586.2396843366
7,973720.760866379
8,992200.8808793594
9,971464.3432935288
10,971349.2879730179
11,957325.9366950181
12,962561.3124587205
13,972260.1744560197
14,961364.9356278185
15,981121.5991322281
16,969882.9678524735
17,974104.8306398438
18,1000259.3455375278
19,998332.7410082889
20,981371.7337264322
21,995302.7870059111
22,998868.0948603568
23,987374.162448133
24,983331.592640737
25,979267.4863927207
26,976052.69154569
27,965212.1137215552
28,983281.7953107484
29,993892.0185820039
30,1008191.3241902794
31,1009042.3102842064
32,1009653.401292563
33,1021921.3912343122
34,1010211.116285129
35,1013877.9486479275
36,1025199.1149386987
37,1021025.7580474386
38,1010496.2703172263
39,1032788.0085120648
40,1036200.225071513
41,1035821.8245274005
42,1038266.273401874
43,1043324.6749923218
44,1036459.418691856
45,1036717.9799961237
46,1038549.0681304317
47,1048863.898063369
48,1049555.2189442855
49,1053890.1956643327
50,1057235.422798843
51,1063092.0065397348
52,1069713.1533391655
53,1070306.0332064333
54,1072125.1719941373
55,1067324.7258238907
56,1066819.6178960283
57,1068227.1662756593
58,1072938.3981766375
59,1078147.8681657654
60,1072951.68539229
61,1075450.4685358673
62,1072483.062906862
