,0
0,1670969.7549544852
1,1669975.6887764656
2,1669863.5172692763
3,1669863.5172692763
4,1669863.5172692763
5,1669863.5172692763
6,1669863.5172692763
7,1670664.3613080883
8,1670177.0704146584
9,1672880.0020399236
10,1672385.539394425
11,1672149.131785891
12,1672149.131785891
13,1672149.131785891
14,1672149.131785891
15,1672149.131785891
16,1672149.131785891
17,1672149.131785891
18,1672149.131785891
19,1672149.131785891
20,1672149.131785891
21,1672149.131785891
22,1672149.131785891
23,1672149.131785891
24,1672149.131785891
25,1672149.131785891
26,1672149.131785891
27,1672149.131785891
28,1672149.131785891
29,1672149.131785891
30,1672149.131785891
31,1672149.131785891
32,1672149.131785891
33,1672149.131785891
34,1672149.131785891
35,1672149.131785891
36,1672149.131785891
37,1672149.131785891
38,1672149.131785891
39,1672149.131785891
40,1672149.131785891
41,1672149.131785891
42,1672149.131785891
43,1672149.131785891
44,1672149.131785891
45,1672149.131785891
46,1672149.131785891
47,1672149.131785891
48,1672149.131785891
49,1672149.131785891
50,1672149.131785891
51,1672149.131785891
52,1672149.131785891
53,1672149.131785891
54,1672149.131785891
55,1672149.131785891
56,1672149.131785891
57,1675701.46743018
58,1675618.7542719448
59,1675618.7542719448
60,1675618.7542719448
61,1675618.7542719448
62,1675618.7542719448
