,0
0,1582841.713547829
1,1581280.0576607399
2,1581057.0037558717
3,1581057.0037558717
4,1581057.0037558717
5,1581057.0037558717
6,1581057.0037558717
7,1582322.133672081
8,1581611.5064238375
9,1588560.9378651588
10,1583333.5781571586
11,1582912.3317521343
12,1582912.3317521343
13,1582912.3317521343
14,1582912.3317521343
15,1582912.3317521343
16,1582912.3317521343
17,1582912.3317521343
18,1582912.3317521343
19,1582912.3317521343
20,1582912.3317521343
21,1582912.3317521343
22,1582912.3317521343
23,1582912.3317521343
24,1582912.3317521343
25,1582912.3317521343
26,1582912.3317521343
27,1582912.3317521343
28,1582912.3317521343
29,1582912.3317521343
30,1582912.3317521343
31,1582912.3317521343
32,1582912.3317521343
33,1582912.3317521343
34,1582912.3317521343
35,1582912.3317521343
36,1582912.3317521343
37,1582912.3317521343
38,1582912.3317521343
39,1582912.3317521343
40,1582912.3317521343
41,1582912.3317521343
42,1582912.3317521343
43,1582912.3317521343
44,1582912.3317521343
45,1582912.3317521343
46,1582912.3317521343
47,1582912.3317521343
48,1582912.3317521343
49,1582912.3317521343
50,1582912.3317521343
51,1582912.3317521343
52,1582912.3317521343
53,1582912.3317521343
54,1582912.3317521343
55,1582912.3317521343
56,1582912.3317521343
57,1588268.7100584789
58,1588158.5914810577
59,1588158.5914810577
60,1588158.5914810577
61,1588158.5914810577
62,1588158.5914810577
