,0
0,-347.33818789955694
1,-2532.5267916144803
2,-5034.831391481799
3,-2403.4411522112787
4,-472.8100957578281
5,2062.1119469716214
6,-6931.98895448714
7,7389.065918556647
8,-10497.522601502831
9,-1512.44363244134
10,-9048.513399056974
11,6329.384888116387
12,5928.109371578204
13,-12153.050278060604
14,16113.341985782376
15,-9149.793979669688
16,7184.550849104999
17,17607.448842166574
18,-2031.5973363254452
19,-9747.360389187466
20,18644.118099580985
21,5499.400373335811
22,-8485.187172550242
23,456.51811197039206
24,-1694.8274074553046
25,-8130.896197372815
26,-9904.164637147333
27,19211.917990611983
28,10986.740637901356
29,17420.019112609793
30,-6410.033483528532
31,-4557.806119618937
32,14143.067330909078
33,-16987.79535144393
34,3263.986003997037
35,12267.690937538864
36,-1636.0596580449492
37,-7380.947900666739
38,24201.316474051913
39,4046.8224434941076
40,2709.022052463377
41,7373.567541602766
42,1078.8335740922485
43,-12334.950571173802
44,7131.006048838142
45,453.3673637381289
46,14302.300672957208
47,-5619.3580475864
48,699.6357838639524
49,6149.601591416635
50,15277.929733557161
51,6736.948019338539
52,-1638.366429094458
53,-4041.416724404553
54,-6299.2988609627355
55,1590.876400028821
56,116.32760108099319
57,1451.6634324076585
58,5384.814207512187
59,-8239.174203295028
60,7221.185267825145
61,-6189.173806631705
